
BLZ,Bank_Name,BIC,PLZ,City
10000000,Bundesbank,MARKDEF1100,10591,Berlin
10010010,Postbank Ndl der Deutsche Bank,PBNKDEFFXXX,10559,Berlin
10010123,OLINDA Zweigniederlassung Deutschland,QNTODEB2XXX,10245,Berlin
10010178,"Revolut Bank, Zweigniederlassung Deutschland",REVODEB2XXX,10117,Berlin
10010200,"Treezor, Berlin",TRZODEB2XXX,10785,Berlin
10010300,Klarna Bank German Branch,KLRNDEBEXXX,10115,Berlin
10010424,Aareal Bank,AARBDE5W100,10666,Berlin
10010500,Noelse Pay,AFOPDEB2XXX,10719,Berlin
10010700,Financiere des Paiements Electroniques NL Deutschland,FPEGDEB2XXX,10719,Berlin
10011001,N26 Bank,NTSBDEB1XXX,10179,Berlin
10012345,Trade Republic Bank,TRBKDEBBXXX,10119,Berlin
10014000,Swan Zweigniederlassung Deutschland,SWNBDEBBXXX,10178,Berlin
10014001,Swan Zweigniederlassung Deutschland (Geschäftsfeld),SWNBDEBBXXX,10178,Berlin
10017997,Holvi Payment Services Zweigniederlassung Deutschland,HOLVDEB1XXX,10967,Berlin
10018000,Finom Payments Zweigniederlassung Deutschland,FNOMDEB2XXX,10115,Berlin
10019000,"Adyen, German Branch",ADYBDEB2XXX,10117,Berlin
10020200,BHF-BANK,BHFBDEFF100,10117,Berlin
10020500,SozialBank,BFSWDE33BER,10178,Berlin
10020510,SozialBank,BFSWDE33BER,10178,Berlin
10020520,SozialBank,BFSWDE33BER,10178,Berlin
10020890,UniCredit Bank - HypoVereinsbank,HYVEDEMM488,10117,Berlin
10020890,UniCredit Bank - HypoVereinsbank,HYVEDEMM488,14776,Brandenburg an der Havel
10020890,UniCredit Bank - HypoVereinsbank,HYVEDEMM488,15711,Königs Wusterhausen
10030200,Landesbank Baden-Württemberg,BHYPDEB2XXX,10787,Berlin
10030400,ABK Allgemeine Beamten Bank,ABKBDEB1XXX,10115,Berlin
10030500,M.M. Warburg & Co (vormals Bankhaus Löbbecke),LOEBDEBBXXX,20095,Hamburg
10030700,Eurocity Bank,DLGHDEB1XXX,60311,Frankfurt am Main
10030700,Eurocity Bank (Gf P2),,60311,Frankfurt am Main
10030730,Eurocity Bank Gf GAA,DLGHDEB1XXX,60311,Frankfurt am Main
10033300,Santander Consumer Bank,SCFBDE33XXX,10439,Berlin
10040000,"Commerzbank, Filiale Berlin 1",COBADEBBXXX,10891,Berlin
10040005,"Commerzbank, Filiale Berlin 3",COBADEBBXXX,10891,Berlin
10040010,"Commerzbank, CC SP",COBADEFFXXX,10877,Berlin
10040048,Commerzbank GF-B48,COBADEFFXXX,10891,Berlin
10040060,Commerzbank Gf 160,COBADEFFXXX,10891,Berlin
10040061,Commerzbank Gf 161,COBADEFFXXX,10891,Berlin
10040062,Commerzbank CC,COBADEFFXXX,10783,Berlin
10040063,Commerzbank CC,COBADEFFXXX,10783,Berlin
10040085,"Commerzbank, Gf Web-K",COBADEFFXXX,10877,Berlin
10045050,Commerzbank Service-BZ,COBADEFFXXX,10785,Berlin
10050000,BSK 1818 - Berliner Sparkasse,BELADEBEXXX,10889,Berlin
10050020,"S-Kreditpartner, Berlin",SKPADEB1XXX,10715,Berlin
10050500,LBS Landesbausparkasse NordOst,LBSODEB1BLN,10405,Berlin
10050999,DekaBank,DGZFDEFFBER,60040,Frankfurt am Main
10060198,Pax-Bank,GENODED1PA6,14005,Berlin
10061006,Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ,GENODED1KDB,10117,Berlin
10070000,Deutsche Bank,DEUTDEBBXXX,10883,Berlin
10070000,Deutsche Bank Gf P2,,10883,Berlin
10070000,Deutsche Bank Gf P2,,10883,Berlin
10070024,Deutsche Bank,DEUTDEDBBER,10883,Berlin
10070024,Deutsche Bank,,10883,Berlin
10070024,Deutsche Bank,,10883,Berlin
10070100,Deutsche Bank,DEUTDEBB101,10883,Berlin
10070124,Deutsche Bank,DEUTDEDB101,10883,Berlin
10070324,Postbank/DSL Ndl der Deutsche Bank,DEUTDEDBP30,10117,Berlin
10070397,Postbank/DSL Ndl der Deutsche Bank,DEUTDEBBP30,10117,Berlin
10070398,Postbank/DSL Ndl der Deutsche Bank,DEUTDEBBP31,12105,Berlin
10070399,Postbank/DSL Ndl der Deutsche Bank,DEUTDEBBP32,13125,Berlin
10070848,Deutsche Bank,DEUTDEDB110,10623,Berlin
10071324,Postbank/DSL Ndl der Deutsche Bank,DEUTDEDBP31,12105,Berlin
10072324,Postbank/DSL Ndl der Deutsche Bank,DEUTDEDBP32,13125,Berlin
10077777,norisbank,NORSDE51XXX,10625,Berlin
10080000,Commerzbank vormals Dresdner Bank Filiale Berlin I,DRESDEFF100,10877,Berlin
10080005,Commerzbank vormals Dresdner Bank Zw A,DRESDEFFI26,10623,Berlin
10080006,Commerzbank vormals Dresdner Bank Zw B,DRESDEFFXXX,10623,Berlin
10080055,Commerzbank vormals Dresdner Bank Zw 55,DRESDEFF112,10623,Berlin
10080057,Commerzbank vormals Dresdner Bank Gf ZW 57,DRESDEFF114,10877,Berlin
10080085,Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 3,DRESDEFFI53,10877,Berlin
10080086,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",DRESDEFFI71,10877,Berlin
10080087,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",DRESDEFFI72,10877,Berlin
10080088,Commerzbank vormals Dresdner Bank IBLZ,DRESDEFFXXX,10623,Berlin
10080089,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6",DRESDEFFI73,10877,Berlin
10080900,Commerzbank vormals Dresdner Bank Filiale Berlin III,DRESDEFF199,10877,Berlin
10089260,Commerzbank vormals Dresdner Bank ITGK,DRESDEFFI14,10877,Berlin
10089999,Commerzbank vormals Dresdner Bank ITGK 2,DRESDEFFI99,10117,Berlin
10090000,Berliner Volksbank,BEVODEBBXXX,10892,Berlin
10090000,Berliner Volksbank,,14547,Beelitz
10090000,Berliner Volksbank (Gf P2),,10892,Berlin
10090000,Berliner Volksbank,,16321,Bernau bei Berlin
10090000,Berliner Volksbank,,16225,Eberswalde
10090000,Berliner Volksbank,,14612,Falkensee
10090000,Berliner Volksbank,,16775,Gransee
10090000,Berliner Volksbank,,14979,Großbeeren
10090000,Berliner Volksbank,,15757,Halbe
10090000,Berliner Volksbank,,16761,Hennigsdorf
10090000,Berliner Volksbank,,15711,Königs Wusterhausen
10090000,Berliner Volksbank,,16866,Kyritz
10090000,Berliner Volksbank,,16816,Neuruppin
10090000,Berliner Volksbank,,16515,Oranienburg
10090000,Volksbank Potsdam Zndl d Berliner Volksbank,,14467,Potsdam
10090000,Berliner Volksbank,,15344,Strausberg
10090000,Berliner Volksbank,,14929,Treuenbrietzen
10090000,Berliner Volksbank,,16909,Wittstock/Dosse
10090000,Berliner Volksbank,,16792,Zehdenick
10090300,Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer,GENODEF1BSB,13353,Berlin
10090900,PSD Bank Berlin-Brandenburg -alt-,GENODEF1P01,12154,Berlin
10090900,PSD Bank Berlin-Brandenburg (Gf P2),,12154,Berlin
10110300,Westend Bank,MACODEB1XXX,60599,Frankfurt am Main
10110400,Investitionsbank Berlin,IBBBDEBBXXX,10702,Berlin
10110600,Quirin Privatbank,QUBKDEBBXXX,10711,Berlin
10120100,Weberbank,WELADED1WBB,10893,Berlin
10130600,Isbank Fil Berlin,ISBKDEFXXXX,13353,Berlin
10130800,flatexDEGIRO Bank,BIWBDE33XXX,60312,Frankfurt am Main
10220500,Lloyds Bank,BOFSDEB1XXX,10178,Berlin
10220600,Sydbank Filiale Berlin,SYBKDE22BER,24937,Flensburg
10310600,Tradegate Berlin,TRDADEB1PBK,10711,Berlin
10310666,"Tradegate, GF DIR",TRDADEBBDIR,10711,Berlin
10320700,MANGOPAY German Branch,MPAYDEB2XXX,10719,Berlin
11010100,Solaris,SOBKDEBBXXX,10997,Berlin
11010101,Solaris,SOBKDEB2XXX,10997,Berlin
11010111,Solaris,PNTADEBBXXX,10997,Berlin
12016836,KfW Kreditanstalt für Wiederaufbau,KFWIDEFF100,10117,Berlin
12030000,Deutsche Kreditbank Berlin,BYLADEM1001,10117,Berlin
12030000,Deutsche Kreditbank (Gf P2),,10117,Berlin
12030000,Deutsche Kreditbank,,09111,Chemnitz
12030000,Deutsche Kreditbank,,03046,Cottbus
12030000,Deutsche Kreditbank,,01069,Dresden
12030000,Deutsche Kreditbank,,99084,Erfurt
12030000,Deutsche Kreditbank,,15230,Frankfurt (Oder)
12030000,Deutsche Kreditbank,,07545,Gera
12030000,Deutsche Kreditbank,,06122,Halle (Saale)
12030000,Deutsche Kreditbank,,04109,Leipzig
12030000,Deutsche Kreditbank,,39104,Magdeburg
12030000,Deutsche Kreditbank,,17034,Neubrandenburg
12030000,Deutsche Kreditbank,,14471,Potsdam
12030000,Deutsche Kreditbank,,18057,Rostock
12030000,Deutsche Kreditbank,,19053,Schwerin
12030000,Deutsche Kreditbank,,98527,Suhl
12030900,Merck Finck A Quintet Private Bank,MEFIDEMM100,10719,Berlin
12040000,Commerzbank Filiale Berlin 2,COBADEBB120,10891,Berlin
12050555,ZVA Norddeutsche Landesbank Gf SA,NOLADE21DVS,30151,Hannover
12060000,DZ BANK,GENODEFF120,10001,Berlin
12070000,Deutsche Bank,DEUTDEBB160,14405,Potsdam
12070000,Deutsche Bank,DEUTDEBB171,16278,Angermünde
12070000,Deutsche Bank,DEUTDEBB172,16259,Bad Freienwalde (Oder)
12070000,Deutsche Bank,,10883,Berlin
12070000,Deutsche Bank,DEUTDEBB122,16311,Bernau bei Berlin
12070000,Deutsche Bank,DEUTDEBB161,14776,Brandenburg an der Havel
12070000,Deutsche Bank,DEUTDEBB180,03046,Cottbus
12070000,Deutsche Bank,DEUTDEBB173,16225,Eberswalde
12070000,Deutsche Bank,DEUTDEBB174,15873,Eisenhüttenstadt
12070000,Deutsche Bank,DEUTDEBB162,14612,Falkensee
12070000,Deutsche Bank,DEUTDEBB182,03232,Finsterwalde
12070000,Deutsche Bank,DEUTDEBB181,03149,Forst (Lausitz)
12070000,Deutsche Bank,DEUTDEBB170,15203,Frankfurt (Oder)
12070000,Deutsche Bank,DEUTDEBB175,15501,Fürstenwalde/Spree
12070000,Deutsche Bank,DEUTDEBB183,03161,Guben
12070000,Deutsche Bank,DEUTDEBB125,16761,Hennigsdorf
12070000,Deutsche Bank,DEUTDEBB187,14902,Jüterbog
12070000,Deutsche Bank,DEUTDEBB121,15711,Königs Wusterhausen
12070000,Deutsche Bank,DEUTDEBB163,16856,Kyritz
12070000,Deutsche Bank,DEUTDEBB188,14943,Luckenwalde
12070000,Deutsche Bank,DEUTDEBB164,14974,Ludwigsfelde
12070000,Deutsche Bank,DEUTDEBB184,15907,Lübben (Spreewald)
12070000,Deutsche Bank,DEUTDEBB165,14641,Nauen
12070000,Deutsche Bank,DEUTDEBB123,16801,Neuruppin
12070000,Deutsche Bank,DEUTDEBB120,16515,Oranienburg
12070000,Deutsche Bank,DEUTDEBB166,16928,Pritzwalk
12070000,Deutsche Bank,DEUTDEBB167,14712,Rathenow
12070000,Deutsche Bank,DEUTDEBB126,01987,Schwarzheide
12070000,Deutsche Bank,DEUTDEBB176,16285,Schwedt/Oder
12070000,Deutsche Bank,DEUTDEBB177,15301,Seelow
12070000,Deutsche Bank,DEUTDEBB185,01968,Senftenberg
12070000,Deutsche Bank,DEUTDEBB186,03130,Spremberg
12070000,Deutsche Bank,DEUTDEBB178,15344,Strausberg
12070000,Deutsche Bank,DEUTDEBB127,14513,Teltow
12070000,Deutsche Bank,DEUTDEBB189,02931,Weißwasser/O.L.
12070000,Deutsche Bank,DEUTDEBB168,14542,Werder (Havel)
12070000,Deutsche Bank,DEUTDEBB169,16901,Wittstock/Dosse
12070000,Deutsche Bank,DEUTDEBB124,15801,Zossen
12070024,Deutsche Bank,DEUTDEDB160,14405,Potsdam
12070024,Deutsche Bank,DEUTDEDB171,16278,Angermünde
12070024,Deutsche Bank,DEUTDEDB172,16259,Bad Freienwalde (Oder)
12070024,Deutsche Bank,,10883,Berlin
12070024,Deutsche Bank,DEUTDEDB122,16311,Bernau bei Berlin
12070024,Deutsche Bank,DEUTDEDB161,14776,Brandenburg an der Havel
12070024,Deutsche Bank,DEUTDEDB180,03046,Cottbus
12070024,Deutsche Bank,DEUTDEDB173,16225,Eberswalde
12070024,Deutsche Bank,DEUTDEDB174,15873,Eisenhüttenstadt
12070024,Deutsche Bank,DEUTDEDB162,14612,Falkensee
12070024,Deutsche Bank,DEUTDEDB182,03232,Finsterwalde
12070024,Deutsche Bank,DEUTDEDB181,03149,Forst (Lausitz)
12070024,Deutsche Bank,DEUTDEDB170,15203,Frankfurt (Oder)
12070024,Deutsche Bank,DEUTDEDB175,15501,Fürstenwalde/Spree
12070024,Deutsche Bank,DEUTDEDB166,16928,Gerdshagen
12070024,Deutsche Bank,DEUTDEDB183,03161,Guben
12070024,Deutsche Bank,DEUTDEDB125,16761,Hennigsdorf
12070024,Deutsche Bank,DEUTDEDB187,14902,Jüterbog
12070024,Deutsche Bank,DEUTDEDB121,15711,Königs Wusterhausen
12070024,Deutsche Bank,DEUTDEDB163,16856,Kyritz
12070024,Deutsche Bank,DEUTDEDB188,14943,Luckenwalde
12070024,Deutsche Bank,DEUTDEDB164,14974,Ludwigsfelde
12070024,Deutsche Bank,DEUTDEDB184,15907,Lübben (Spreewald)
12070024,Deutsche Bank,DEUTDEDB165,14641,Nauen
12070024,Deutsche Bank,DEUTDEDB123,16801,Neuruppin
12070024,Deutsche Bank,DEUTDEDB120,16515,Oranienburg
12070024,Deutsche Bank,DEUTDEDB167,14712,Rathenow
12070024,Deutsche Bank,DEUTDEDB126,01987,Schwarzheide
12070024,Deutsche Bank,DEUTDEDB176,16285,Schwedt/Oder
12070024,Deutsche Bank,DEUTDEDB177,15301,Seelow
12070024,Deutsche Bank,DEUTDEDB185,01968,Senftenberg
12070024,Deutsche Bank,DEUTDEDB186,03130,Spremberg
12070024,Deutsche Bank,DEUTDEDB178,15344,Strausberg
12070024,Deutsche Bank,DEUTDEDB127,14513,Teltow
12070024,Deutsche Bank,DEUTDEDB189,02931,Weißwasser/O.L.
12070024,Deutsche Bank,DEUTDEDB168,14542,Werder (Havel)
12070024,Deutsche Bank,DEUTDEDB169,16901,Wittstock/Dosse
12070024,Deutsche Bank,DEUTDEDB124,15801,Zossen
12070070,Deutsche Bank,DEUTDEFFVAC,14405,Potsdam
12070088,Deutsche Bank,DEUTDEDBPAL,14405,Potsdam
12070400,Postbank/DSL Ndl der Deutsche Bank,DEUTDEBBP33,03046,Cottbus
12070424,Postbank/DSL Ndl der Deutsche Bank,DEUTDEDBP33,03046,Cottbus
12080000,Commerzbank vormals Dresdner Bank Filiale Berlin II,DRESDEFF120,10623,Berlin
12096597,Sparda-Bank Berlin,GENODEF1S10,10117,Berlin
12096597,Sparda-Bank Berlin,,06449,Aschersleben
12096597,Sparda-Bank Berlin,,02625,Bautzen
12096597,Sparda-Bank Berlin,,18528,Bergen auf Rügen
12096597,Sparda-Bank Berlin (Gf P2),,10407,Berlin
12096597,Sparda-Bank Berlin,,06406,Bernburg (Saale)
12096597,Sparda-Bank Berlin,,14774,Brandenburg an der Havel
12096597,Sparda-Bank Berlin,,09111,Chemnitz
12096597,Sparda-Bank Berlin,,03046,Cottbus
12096597,Sparda-Bank Berlin,,04509,Delitzsch
12096597,Sparda-Bank Berlin,,06849,Dessau-Roßlau
12096597,Sparda-Bank Berlin,,01099,Dresden
12096597,Sparda-Bank Berlin,,99817,Eisenach
12096597,Sparda-Bank Berlin,,99084,Erfurt
12096597,Sparda-Bank Berlin,,04895,Falkenberg
12096597,Sparda-Bank Berlin,,15230,Frankfurt (Oder)
12096597,Sparda-Bank Berlin,,02826,Görlitz
12096597,Sparda-Bank Berlin,,07545,Gera
12096597,Sparda-Bank Berlin,,99867,Gotha
12096597,Sparda-Bank Berlin,,17489,Greifswald
12096597,Sparda-Bank Berlin,,18273,Güstrow
12096597,Sparda-Bank Berlin,,38820,Halberstadt
12096597,Sparda-Bank Berlin,,06112,Halle (Saale)
12096597,Sparda-Bank Berlin,,04001,Leipzig
12096597,Sparda-Bank Berlin,,06886,Lutherstadt Wittenberg
12096597,Sparda-Bank Berlin,,39104,Magdeburg
12096597,Sparda-Bank Berlin,,98617,Meiningen
12096597,Sparda-Bank Berlin,,17033,Neubrandenburg
12096597,Sparda-Bank Berlin,,99724,Nordhausen
12096597,Sparda-Bank Berlin,,01796,Pirna
12096597,Sparda-Bank Berlin,,14473,Potsdam
12096597,Sparda-Bank Berlin,,01587,Riesa
12096597,Sparda-Bank Berlin,,18055,Rostock
12096597,Sparda-Bank Berlin,,07318,Saalfeld/Saale
12096597,Sparda-Bank Berlin,,19053,Schwerin
12096597,Sparda-Bank Berlin,,39576,Stendal
12096597,Sparda-Bank Berlin,,18437,Stralsund
12096597,Sparda-Bank Berlin,,99423,Weimar
12096597,Sparda-Bank Berlin,,06667,Weißenfels
12096597,Sparda-Bank Berlin,,23966,Wismar
12096597,Sparda-Bank Berlin,,19322,Wittenberge
12096597,Sparda-Bank Berlin,,08056,Zwickau
13000000,Bundesbank,MARKDEF1130,18004,Rostock
13040000,Commerzbank,COBADEFFXXX,18006,Rostock
13040000,Commerzbank,,18184,Roggentin
13040000,Commerzbank,,23951,Wismar
13050000,Ostseesparkasse Rostock,NOLADE21ROS,18004,Rostock
13050000,Ostseesparkasse Rostock,,18209,Bad Doberan
13050000,Ostseesparkasse Rostock,,18242,Bützow
13050000,Ostseesparkasse Rostock,,18273,Güstrow
13050000,Ostseesparkasse Rostock,,17166,Teterow
13051042,Sparkasse Vorpommern auf Rügen,NOLADE21RUE,18525,Bergen auf Rügen
13061008,Volksbank Wolgast -alt-,GENODEF1WOG,17438,Wolgast
13061008,Volksbank Wolgast (Gf P2),,17438,Wolgast
13061078,Volks- und Raiffeisenbank,GENODEF1HWI,23952,Wismar
13061078,Volks- und Raiffeisenbank,,23996,Bobitz
13061078,Volks- und Raiffeisenbank,,19205,Gadebusch
13061078,Volks- und Raiffeisenbank,,23936,Grevesmühlen
13061078,Volks- und Raiffeisenbank,,23999,Insel Poel
13061078,Volks- und Raiffeisenbank,,23948,Klütz
13061078,Volks- und Raiffeisenbank,,18225,"Kühlungsborn, Ostseebad"
13061078,Volks- und Raiffeisenbank,,19209,Lützow
13061078,Volks- und Raiffeisenbank,,18233,Neubukow
13061078,Volks- und Raiffeisenbank,,23974,Neuburg
13061078,Volks- und Raiffeisenbank,,23992,Neukloster
13061078,Volks- und Raiffeisenbank,,19217,Rehna
13061078,Volks- und Raiffeisenbank,,23923,Schönberg
13061078,Volks- und Raiffeisenbank (Gf P2),,23952,Wismar
13061088,Raiffeisenbank Wismar -alt-,GENODEF1HWR,23952,Wismar
13061128,Raiffeisenbank,GENODEF1DBR,18209,Bad Doberan
13061128,Raiffeisenbank (Gf P2),,18209,Bad Doberan
13070000,Deutsche Bank,DEUTDEBRXXX,18002,Rostock
13070000,Deutsche Bank,DEUTDEBB151,17381,Anklam
13070000,Deutsche Bank,DEUTDEBR131,18209,Bad Doberan
13070000,Deutsche Bank,DEUTDEBR132,18356,Barth
13070000,Deutsche Bank,DEUTDEBR133,18521,Bergen auf Rügen
13070000,Deutsche Bank,DEUTDEBB130,18241,Bützow
13070000,Deutsche Bank,DEUTDEBB131,17101,"Demmin, Hansestadt"
13070000,Deutsche Bank,DEUTDEBB132,19205,Gadebusch
13070000,Deutsche Bank,DEUTDEBR134,17462,Greifswald
13070000,Deutsche Bank,,23935,Grevesmühlen
13070000,Deutsche Bank,DEUTDEBR135,18502,Grimmen
13070000,Deutsche Bank,DEUTDEBB141,18273,Güstrow
13070000,Deutsche Bank,DEUTDEBB142,19230,Hagenow
13070000,Deutsche Bank,DEUTDEBB143,19281,Ludwigslust
13070000,Deutsche Bank,DEUTDEBB144,19381,Lübz
13070000,Deutsche Bank,DEUTDEBB152,17132,Malchin
13070000,Deutsche Bank,DEUTDEBB150,17036,Neubrandenburg
13070000,Deutsche Bank,DEUTDEBB153,17235,Neustrelitz
13070000,Deutsche Bank,DEUTDEBB145,19370,Parchim
13070000,Deutsche Bank,DEUTDEBB146,19348,Perleberg
13070000,Deutsche Bank,DEUTDEBB147,19395,Plau am See
13070000,Deutsche Bank,DEUTDEBB154,17281,Prenzlau
13070000,Deutsche Bank,DEUTDEBR136,18311,Ribnitz-Damgarten
13070000,Deutsche Bank,DEUTDEBR137,18546,Sassnitz
13070000,Deutsche Bank,DEUTDEBB140,19002,Schwerin
13070000,Deutsche Bank,,17153,"Stavenhagen, Reuterstadt"
13070000,Deutsche Bank,DEUTDEBR138,18401,Stralsund
13070000,Deutsche Bank,DEUTDEBB155,17268,Templin
13070000,Deutsche Bank,DEUTDEBB156,17166,Teterow
13070000,Deutsche Bank,DEUTDEBB179,17358,Torgelow
13070000,Deutsche Bank,DEUTDEBB157,17373,Ueckermünde
13070000,Deutsche Bank,DEUTDEBB158,17192,Waren (Müritz)
13070000,Deutsche Bank,DEUTDEBB148,23951,Wismar
13070000,Deutsche Bank,DEUTDEBB149,19313,Wittenberge
13070000,Deutsche Bank,DEUTDEBB159,17438,Wolgast
13070024,Deutsche Bank,DEUTDEDBROS,18002,Rostock
13070024,Deutsche Bank,DEUTDEDB151,17381,Anklam
13070024,Deutsche Bank,DEUTDEDB131,18209,Bad Doberan
13070024,Deutsche Bank,,18356,Barth
13070024,Deutsche Bank,DEUTDEDB133,18521,Bergen auf Rügen
13070024,Deutsche Bank,DEUTDEDB130,18241,Bützow
13070024,Deutsche Bank,DEUTDEDB128,17101,"Demmin, Hansestadt"
13070024,Deutsche Bank,DEUTDEDB132,19205,Gadebusch
13070024,Deutsche Bank,DEUTDEDB134,17462,Greifswald
13070024,Deutsche Bank,,23935,Grevesmühlen
13070024,Deutsche Bank,DEUTDEDB135,18502,Grimmen
13070024,Deutsche Bank,DEUTDEDB141,18273,Güstrow
13070024,Deutsche Bank,DEUTDEDB142,19230,Hagenow
13070024,Deutsche Bank,DEUTDEDB143,19281,Ludwigslust
13070024,Deutsche Bank,DEUTDEDB144,19381,Lübz
13070024,Deutsche Bank,DEUTDEDB152,17132,Malchin
13070024,Deutsche Bank,DEUTDEDB150,17033,Neubrandenburg
13070024,Deutsche Bank,DEUTDEDB153,17235,Neustrelitz
13070024,Deutsche Bank,DEUTDEDB145,19370,Parchim
13070024,Deutsche Bank,DEUTDEDB146,19348,Perleberg
13070024,Deutsche Bank,DEUTDEDB147,19395,Plau am See
13070024,Deutsche Bank,DEUTDEDB154,17281,Prenzlau
13070024,Deutsche Bank,DEUTDEDB136,18311,Ribnitz-Damgarten
13070024,Deutsche Bank,DEUTDEDB137,18546,Sassnitz
13070024,Deutsche Bank,DEUTDEDB140,19002,Schwerin
13070024,Deutsche Bank,,17153,"Stavenhagen, Reuterstadt"
13070024,Deutsche Bank,DEUTDEDB138,18401,Stralsund
13070024,Deutsche Bank,DEUTDEDB155,17268,Templin
13070024,Deutsche Bank,DEUTDEDB156,17166,Teterow
13070024,Deutsche Bank,DEUTDEDB179,17358,Torgelow
13070024,Deutsche Bank,DEUTDEDB157,17373,Ueckermünde
13070024,Deutsche Bank,DEUTDEDB158,17192,Waren (Müritz)
13070024,Deutsche Bank,DEUTDEDB148,23951,Wismar
13070024,Deutsche Bank,DEUTDEDB149,19313,Wittenberge
13070024,Deutsche Bank,DEUTDEDB159,17438,Wolgast
13070405,Postbank/DSL Ndl der Deutsche Bank,DEUTDEBBP35,19053,Schwerin
13070424,Postbank/DSL Ndl der Deutsche Bank,DEUTDEDBP35,19053,Schwerin
13080000,Commerzbank vormals Dresdner Bank,DRESDEFF130,18010,Rostock
13090000,Rostocker Volks- und Raiffeisenbank -alt-,GENODEF1HR1,18003,Rostock
13090000,Rostocker Volks- und Raiffeisenbank (Gf P2),,18003,Rostock
13091054,Volksbank Vorpommern,GENODEF1HST,18439,Stralsund
13091054,Volksbank Vorpommern (Gf P2),,18401,Stralsund
13091084,Volksbank Wismar -alt-,GENODEF1HWV,23952,Wismar
14040000,Commerzbank,COBADEFFXXX,19055,Schwerin
14040000,Commerzbank,,19361,Parchim
14051000,Sparkasse Mecklenburg-Nordwest,NOLADE21WIS,23951,Wismar
14051000,Sparkasse Mecklenburg-Nordwest,,23996,Bad Kleinen
14051000,Sparkasse Mecklenburg-Nordwest,,23942,Dassow
14051000,Sparkasse Mecklenburg-Nordwest,,23972,Dorf Mecklenburg
14051000,Sparkasse Mecklenburg-Nordwest,,19205,Gadebusch
14051000,Sparkasse Mecklenburg-Nordwest,,23936,Grevesmühlen
14051000,Sparkasse Mecklenburg-Nordwest,,23948,Klütz
14051000,Sparkasse Mecklenburg-Nordwest,,23992,Neukloster
14051000,Sparkasse Mecklenburg-Nordwest,,23946,Ostseebad Boltenhagen
14051000,Sparkasse Mecklenburg-Nordwest,,19217,Rehna
14051000,Sparkasse Mecklenburg-Nordwest,,23923,Schönberg
14051000,Sparkasse Mecklenburg-Nordwest,,19417,Warin
14051362,Sparkasse Parchim-Lübz,NOLADE21PCH,19370,Parchim
14051462,Sparkasse Schwerin -alt-,NOLADE21SNS,19053,Schwerin
14052000,Sparkasse Mecklenburg-Schwerin,NOLADE21LWL,19053,Schwerin
14052000,Sparkasse Mecklenburg-Schwerin,,19251,Boizenburg
14052000,Sparkasse Mecklenburg-Schwerin,,19303,Dömitz
14052000,Sparkasse Mecklenburg-Schwerin,,19294,Eldena
14052000,Sparkasse Mecklenburg-Schwerin,,19300,Grabow
14052000,Sparkasse Mecklenburg-Schwerin,,19230,Hagenow
14052000,Sparkasse Mecklenburg-Schwerin,,19282,Ludwigslust
14052000,Sparkasse Mecklenburg-Schwerin,,19249,Lübtheen
14052000,Sparkasse Mecklenburg-Schwerin,,19294,Malliß
14052000,Sparkasse Mecklenburg-Schwerin,,19294,Neu Kaliß
14052000,Sparkasse Mecklenburg-Schwerin,,19304,Neustadt-Glewe
14052000,Sparkasse Mecklenburg-Schwerin,,19075,Pampow
14052000,Sparkasse Mecklenburg-Schwerin,,19260,Vellahn
14052000,Sparkasse Mecklenburg-Schwerin,,19288,Wöbbelin
14052000,Sparkasse Mecklenburg-Schwerin,,19241,Wittenburg
14052000,Sparkasse Mecklenburg-Schwerin,,19246,Zarrentin am Schaalsee
14061308,VR Bank Mecklenburg,GENODEF1GUE,18055,Rostock
14061308,VR Bank Mecklenburg,,19412,Brüel
14061308,VR Bank Mecklenburg,,18246,Bützow
14061308,VR Bank Mecklenburg,,19406,Dabel
14061308,VR Bank Mecklenburg,,19399,Dobbertin
14061308,VR Bank Mecklenburg,,19399,Goldberg
14061308,VR Bank Mecklenburg,,18273,Güstrow
14061308,VR Bank Mecklenburg,,18292,Krakow am See
14061308,VR Bank Mecklenburg,,18299,Laage
14061308,VR Bank Mecklenburg,,18279,Lalendorf
14061308,VR Bank Mecklenburg,,19386,Lübz
14061308,VR Bank Mecklenburg,,19395,Plau am See
14061308,VR Bank Mecklenburg (Gf P2),,18055,Rostock
14061308,VR Bank Mecklenburg,,18258,Schwaan
14061308,VR Bank Mecklenburg,,19406,Sternberg
14061308,VR Bank Mecklenburg,,19417,Warin
14061438,Raiffeisen-Volksbank -alt-,GENODEF1GDB,19205,Gadebusch
14080000,Commerzbank vormals Dresdner Bank,DRESDEFF140,19006,Schwerin
14080000,Commerzbank vormals Dresdner Bank,,19361,Parchim
14080000,Commerzbank vormals Dresdner Bank,,23966,Wismar
14080011,Commerzbank vormals Dresdner Bank Zw W,DRESDEFFI27,19006,Schwerin
14091464,VR-Bank -alt-,GENODEF1SN1,19055,Schwerin
