
BLZ,Bank_Name,BIC,PLZ,City
40090900,VR Bank Westfalen-Lippe (Gf P2),,48155,Münster
40150001,Helaba Düsseldorf Gf Verrechnung FI-Münster,WELADEDDXXX,40019,Düsseldorf
40153768,Verbundsparkasse Emsdetten Ochtrup,WELADED1EMS,48282,Emsdetten
40153768,Verbundsparkasse Emsdetten Ochtrup,,48602,Ochtrup
40154006,Sparkasse Gronau -alt-,WELADED1GRO,48599,Gronau (Westf.)
40154476,Stadtsparkasse Lengerich,WELADED1LEN,49525,Lengerich
40154530,Sparkasse Westmünsterland,WELADE3WXXX,48683,Ahaus
40154530,Sparkasse Westmünsterland,,59387,Ascheberg
40154530,Sparkasse Westmünsterland,,48723,Billerbeck
40154530,Sparkasse Westmünsterland,,46399,Bocholt
40154530,Sparkasse Westmünsterland,,46302,Borken
40154530,Sparkasse Westmünsterland,,48653,Coesfeld
40154530,Sparkasse Westmünsterland,,48249,Dülmen
40154530,Sparkasse Westmünsterland,,48712,Gescher
40154530,Sparkasse Westmünsterland,,48329,Havixbeck
40154530,Sparkasse Westmünsterland,,48619,Heek
40154530,Sparkasse Westmünsterland,,46359,Heiden
40154530,Sparkasse Westmünsterland,,46419,Isselburg
40154530,Sparkasse Westmünsterland,,48739,Legden
40154530,Sparkasse Westmünsterland,,59335,Lüdinghausen
40154530,Sparkasse Westmünsterland,,59394,Nordkirchen
40154530,Sparkasse Westmünsterland,,48301,Nottuln
40154530,Sparkasse Westmünsterland,,59399,Olfen
40154530,Sparkasse Westmünsterland,,46348,Raesfeld
40154530,Sparkasse Westmünsterland,,48734,Reken
40154530,Sparkasse Westmünsterland,,46414,Rhede
40154530,Sparkasse Westmünsterland,,48720,Rosendahl
40154530,Sparkasse Westmünsterland,,48624,Schöppingen
40154530,Sparkasse Westmünsterland,,48308,Senden
40154530,Sparkasse Westmünsterland,,46354,Südlohn
40154530,Sparkasse Westmünsterland,,46342,Velen
40154530,Sparkasse Westmünsterland,,48686,Vreden
40154702,Stadtsparkasse Stadtlohn -alt-,WELADED1STL,48695,Stadtlohn
40160050,Vereinigte Volksbank Münster -alt-,GENODEM1MSC,48044,Münster
40160050,Vereinigte Volksbank Münster (Gf P2),,48044,Münster
40163720,Volksbank Nordmünsterland -alt-,GENODEM1SEE,48411,Rheine
40163720,Volksbank Nordmünsterland (Gf P2),,48411,Rheine
40164024,Volksbank Gronau-Ahaus,GENODEM1GRN,48599,Gronau (Westf.)
40164024,Volksbank Ahaus Ndl. der VB Gronau-Ahaus,,48683,Ahaus
40164024,Volksbank Gronau-Ahaus (Gf P2),,48599,Gronau (Westf.)
40164024,Volksbank Heek Ndl. der VB Gronau-Ahaus,,48619,Heek
40164024,Volksbank Legden Ndl. der VB Gronau-Ahaus,,48739,Legden
40164024,Volksbank Metelen Ndl. der VB Gronau-Ahaus,,48629,Metelen
40164024,Volksbank Schöppingen Ndl. der VB Gronau-Ahaus,,48624,Schöppingen
40164024,Volksbank Vreden Ndl der VB Gronau-Ahaus,,48691,Vreden
40164256,Volksbank Laer-Horstmar-Leer -alt-,GENODEM1LAE,48362,Laer
40164256,Volksbank Laer-Horstmar-Leer (Gf P2),,48362,Laer
40164352,Volksbank Nottuln,GENODEM1CNO,48301,Nottuln
40164352,Volksbank Nottuln (Gf P2),,48301,Nottuln
40164528,Volksbank Südmünsterland-Mitte -alt-,GENODEM1LHN,59348,Lüdinghausen
40164528,Volksbank Südmünsterland-Mitte (Gf P2),,59348,Lüdinghausen
40164618,Volksbank Ochtrup-Laer,GENODEM1OTR,48602,Ochtrup
40164618,Volksbank Ochtrup-Laer (Gf P2),,48602,Ochtrup
40164901,Volksbank Gescher,GENODEM1GE1,48712,Gescher
40164901,Volksbank (Gf P2),,48712,Gescher
40165366,Volksbank Selm-Bork,GENODEM1SEM,59379,Selm
40165366,Volksbank Altlünen Ndl d Volksbank Selm-Bork,,44534,Lünen
40165366,Volksbank Selm-Bork (Gf P2),,59373,Selm
40166439,Volksbank Lengerich/Lotte -alt-,GENODEM1LLE,49525,Lengerich
40166800,Volksbank Buldern -alt-,GENODEM1BUL,48249,Dülmen
40340030,Commerzbank,COBADEFFXXX,48431,Rheine
40340030,Commerzbank,,49461,Ibbenbüren
40350005,Stadtsparkasse Rheine,WELADED1RHN,48410,Rheine
40351060,Kreissparkasse Steinfurt,WELADED1STF,49477,Ibbenbüren
40351060,Kreissparkasse Steinfurt,,48341,Altenberge
40351060,Kreissparkasse Steinfurt,,48268,Greven
40351060,Kreissparkasse Steinfurt,,48477,Hörstel
40351060,Kreissparkasse Steinfurt,,48496,Hopsten
40351060,Kreissparkasse Steinfurt,,48612,Horstmar
40351060,Kreissparkasse Steinfurt,,49549,Ladbergen
40351060,Kreissparkasse Steinfurt,,48362,Laer
40351060,Kreissparkasse Steinfurt,,49536,Lienen
40351060,Kreissparkasse Steinfurt,,49504,Lotte
40351060,Kreissparkasse Steinfurt,,48626,Metelen
40351060,Kreissparkasse Steinfurt,,49497,Mettingen
40351060,Kreissparkasse Steinfurt,,48481,Neuenkirchen
40351060,Kreissparkasse Steinfurt,,48356,Nordwalde
40351060,Kreissparkasse Steinfurt,,49509,Recke
40351060,Kreissparkasse Steinfurt,,48369,Saerbeck
40351060,Kreissparkasse Steinfurt,,48543,Steinfurt
40351060,Kreissparkasse Steinfurt,,49545,Tecklenburg
40351060,Kreissparkasse Steinfurt,,49492,Westerkappeln
40351060,Kreissparkasse Steinfurt,,48489,Wettringen
40351220,Sparkasse Steinfurt -alt-,WELADED1IBB,48543,Steinfurt
40361627,Volksbank Westerkappeln-Saerbeck -alt-,GENODEM1WKP,49492,Westerkappeln
40361627,Volksbank Westerkappeln-Saerbeck,,49504,Lotte
40361627,Volksbank Westerkappeln-Saerbeck,,48369,Saerbeck
40361627,Volksbank Westerkappeln-Saerbeck (Gf P2),,49492,Westerkappeln
40361906,Volksbank im Münsterland,GENODEM1IBB,48143,Münster
40361906,Volksbank im Münsterland,,59213,Ahlen
40361906,Volksbank im Münsterland,,48341,Altenberge
40361906,Volksbank im Münsterland,,59269,Beckum
40361906,Volksbank im Münsterland,,48317,Drensteinfurt
40361906,Volksbank im Münsterland,,48282,Emsdetten
40361906,Volksbank im Münsterland,,59320,Ennigerloh
40361906,Volksbank im Münsterland,,48351,Everswinkel
40361906,Volksbank im Münsterland,,48268,Greven
40361906,Volksbank im Münsterland,,48469,Hörstel
40361906,Volksbank im Münsterland,,48494,Hopsten
40361906,Volksbank im Münsterland,,49463,Ibbenbüren
40361906,Volksbank im Münsterland,,49547,Ladbergen
40361906,Volksbank im Münsterland,,49525,Lengerich
40361906,Volksbank im Münsterland,,49501,Lotte
40361906,Volksbank im Münsterland,,49497,Mettingen
40361906,Volksbank im Münsterland (Gf P2),,48143,Münster
40361906,Volksbank im Münsterland,,48485,Neuenkirchen
40361906,Volksbank im Münsterland,,48356,Nordwalde
40361906,Volksbank im Münsterland,,59302,Oelde
40361906,Volksbank im Münsterland,,48346,Ostbevern
40361906,Volksbank im Münsterland,,49509,Recke
40361906,Volksbank im Münsterland,,48431,Rheine
40361906,Volksbank im Münsterland,,48336,Sassenberg
40361906,Volksbank im Münsterland,,48324,Sendenhorst
40361906,Volksbank im Münsterland,,48565,Steinfurt
40361906,Volksbank im Münsterland,,48291,Telgte
40361906,Volksbank im Münsterland,,48212,Warendorf
40363433,Volksbank Hörstel -alt-,GENODEM1HRL,48467,Hörstel
40370024,Deutsche Bank,DEUTDEDB403,48403,Rheine
40370024,Deutsche Bank,DEUTDEDB405,48661,Ahaus
40370024,Deutsche Bank,DEUTDEDB406,48282,Emsdetten
40370024,Deutsche Bank,DEUTDEDB401,48599,Gronau (Westf.)
40370024,Deutsche Bank,DEUTDEDB407,49462,Ibbenbüren
40370024,Deutsche Bank,DEUTDEDB408,48692,Stadtlohn
40370024,Deutsche Bank,DEUTDEDB409,48684,Vreden
40370079,Deutsche Bank,DEUTDE3B403,48403,Rheine
40370079,Deutsche Bank,DEUTDE3B405,48661,Ahaus
40370079,Deutsche Bank,DEUTDE3B406,48282,Emsdetten
40370079,Deutsche Bank,DEUTDE3B401,48599,Gronau (Westf.)
40370079,Deutsche Bank,DEUTDE3B407,49462,Ibbenbüren
40370079,Deutsche Bank,DEUTDE3B408,48692,Stadtlohn
40370079,Deutsche Bank,DEUTDE3B409,48684,Vreden
41040018,Commerzbank,COBADEFFXXX,59003,Hamm
41040018,Commerzbank,,59203,Ahlen
41041000,ZTB der Commerzbank,COBADEFFXXX,59003,Hamm
41050095,Sparkasse Hamm,WELADED1HAM,59061,Hamm
41051605,Stadtsparkasse Werne -alt-,WELADED1WRN,59358,Werne
41051845,Sparkasse Bergkamen-Bönen,WELADED1BGK,59180,Bergkamen
41051845,Sparkasse Bergkamen-Bönen,,59199,Bönen
41061011,Spar- und Darlehnskasse Bockum-Hövel,GENODEM1HBH,59038,Hamm
41061011,Spar- und Darlehnskasse Bockum-Hövel (Gf P2),,59038,Hamm
41061903,BAG Bankaktiengesellschaft,GENODEM1BAG,59069,Hamm
41062215,Volksbank Bönen,GENODEM1BO1,59194,Bönen
41062215,Volksbank Bönen (Gf P2),,59194,Bönen
41070024,Deutsche Bank,DEUTDEDB410,59003,Hamm
41070024,Deutsche Bank,DEUTDEDB412,59203,Ahlen
41070049,Deutsche Bank,DEUTDEDE410,59003,Hamm
41070049,Deutsche Bank,DEUTDEDE412,59203,Ahlen
41240048,Commerzbank,COBADEFFXXX,59269,Beckum
41250035,Sparkasse Beckum-Wadersloh -alt-,WELADED1BEK,59267,Beckum
41260006,Volksbank Beckum -alt-,GENODEM1BEK,59249,Beckum
41260006,Volksbank Beckum (Gf P2),,59249,Beckum
41261324,Volksbank Enniger-Ostenfelde-Westkirchen,GENODEM1EOW,59320,Ennigerloh
41261324,Volksbank Enniger-Ostenfelde-Westkirchen (Gf P2),,59320,Ennigerloh
41261419,Volksbank Oelde-Ennigerloh-Neubeckum -alt-,GENODEM1OEN,59320,Ennigerloh
41261419,Volksbank Oelde-Ennigerloh-Neubeckum (Gf P2),,59320,Ennigerloh
41262501,Volksbank -alt-,GENODEM1AHL,48212,Warendorf
41262501,Volksbank (Gf P2),,48212,Warendorf
41280043,Commerzbank vormals Dresdner Bank,DRESDEFF413,59243,Beckum
41280043,Commerzbank vormals Dresdner Bank,,59203,Ahlen
41280043,Commerzbank vormals Dresdner Bank,,59524,Lippstadt
41440018,Commerzbank,COBADEFFXXX,59485,Soest
41450075,Sparkasse Hellweg-Lippe,WELADED1SOS,59553,Lippstadt
41450075,Sparkasse Hellweg-Lippe,,59553,Lippstadt
41451750,Sparkasse Werl -alt-,WELADED1WRL,59457,Werl
41460116,Volksbank Hellweg,GENODEM1SOE,59494,Soest
41460116,Volksbank Hellweg,,59505,Bad Sassendorf
41460116,Volksbank Hellweg,,59469,Ense
41460116,Volksbank Hellweg Zw Körbecke,,59519,Möhnesee
41460116,Volksbank Hellweg (Gf P2),,59494,Soest
41460116,Volksbank Hellweg Ndl Warstein,,59581,Warstein
41460116,Volksbank Hellweg,,59514,Welver
41460116,Volksbank Hellweg Ndl Werl,,59457,Werl
41462295,Volksbank Wickede (Ruhr) -alt-,GENODEM1WRU,58734,Wickede (Ruhr)
41462295,Volksbank Wickede (Ruhr) (Gf P2),,58734,Wickede (Ruhr)
41650001,Sparkasse Lippstadt -alt-,WELADED1LIP,59553,Lippstadt
41651770,Sparkasse Hochsauerland -alt-,WELADED1HSL,59929,Brilon
41651815,Sparkasse Erwitte-Anröchte -alt-,WELADED1ERW,59592,Erwitte
41651815,Sparkasse Erwitte-Anröchte,,59609,Anröchte
41651965,Sparkasse Geseke,WELADED1GES,59585,Geseke
41660124,VR Bank Westfalen-Lippe,GENODEM1LPS,59555,Lippstadt
41660124,VR Bank Westfalen-Lippe,,59249,Beckum
41660124,VR Bank Westfalen-Lippe,,59597,Erwitte
41660124,VR Bank Westfalen-Lippe,,59590,Geseke
41660124,VR Bank Westfalen-Lippe,,59510,Lippetal
41660124,VR Bank Westfalen-Lippe (Gf P2),,59555,Lippstadt
41660124,VR Bank Westfalen-Lippe,,59302,Oelde
41660124,VR Bank Westfalen-Lippe,,59329,Wadersloh
41661206,Volksbank Anröchte,GENODEM1ANR,59604,Anröchte
41661206,Volksbank Anröchte (Gf P2),,59604,Anröchte
41661206,Volksbank Horn Ndl d VB Anröchte,,59597,Erwitte
41661206,Volksbank Rüthen Ndl der Volksbank Anröchte,,59602,Rüthen
41661504,Volksbank Benninghausen -alt-,GENODEM1LBH,59556,Lippstadt
41661504,Volksbank Benninghausen (Gf P2),,59556,Lippstadt
41661719,Volksbank Brilon -alt-,GENODEM1BRI,59920,Brilon
41661719,Volksbank Brilon (Gf P2),,59920,Brilon
41662465,Volksbank Störmede-Westenholz-Hörste,GENODEM1SGE,33129,Delbrück
41662465,Volksbank Störmede-Westenholz-Hörste (Gf P2),,33129,Delbrück
41662557,Volksbank Warstein-Belecke -alt-,GENODEM1WST,59564,Warstein
41663335,Volksbank Hörste -alt-,GENODEM1HOE,59558,Lippstadt
41663335,Volksbank Hörste (Gf P2),,59558,Lippstadt
41670024,Deutsche Bank,DEUTDEDB416,59524,Lippstadt
41670024,Deutsche Bank,DEUTDEDB417,59929,Brilon
41670024,Deutsche Bank,DEUTDEDB414,59485,Soest
41670024,Deutsche Bank,DEUTDEDB418,59457,Werl
41670027,Deutsche Bank,DEUTDE3B416,59524,Lippstadt
41670028,Deutsche Bank,DEUTDE3B417,59929,Brilon
41670029,Deutsche Bank,DEUTDE3B414,59485,Soest
41670030,Deutsche Bank,DEUTDE3B418,59457,Werl
42030600,Isbank Fil Gelsenkirchen,ISBKDEFXGEL,45879,Gelsenkirchen
42040040,Commerzbank,COBADEFFXXX,45805,Gelsenkirchen
42040040,Commerzbank Fil. Herten-Westerholt,,45701,Herten
42050001,Sparkasse Gelsenkirchen,WELADED1GEK,45801,Gelsenkirchen
42070024,Deutsche Bank,DEUTDEDB420,45801,Gelsenkirchen
42070024,Deutsche Bank,DEUTDEDB422,46204,Bottrop
42070024,Deutsche Bank,DEUTDEDB423,45702,Datteln
42070024,Deutsche Bank,DEUTDEDB424,46252,Dorsten
42070024,Deutsche Bank,DEUTDEDB366,45964,Gladbeck
42070024,Deutsche Bank,DEUTDEDB426,45670,Herten
42070024,Deutsche Bank,DEUTDEDB425,45772,Marl
42070024,Deutsche Bank,DEUTDEDB421,45657,Recklinghausen
42070062,Deutsche Bank,DEUTDEDE420,45801,Gelsenkirchen
42070062,Deutsche Bank,DEUTDEDE422,46204,Bottrop
42070062,Deutsche Bank,DEUTDEDE423,45702,Datteln
42070062,Deutsche Bank,DEUTDEDE424,46252,Dorsten
42070062,Deutsche Bank,DEUTDEDE384,45964,Gladbeck
42070062,Deutsche Bank,DEUTDEDE426,45670,Herten
42070062,Deutsche Bank,DEUTDEDE425,45772,Marl
42070062,Deutsche Bank,DEUTDEDE421,45657,Recklinghausen
42080082,Commerzbank vormals Dresdner Bank,DRESDEFF420,45806,Gelsenkirchen
42260001,Volksbank Ruhr Mitte,GENODEM1GBU,45877,Gelsenkirchen
42260001,Volksbank Ruhr Mitte (Gf P2),,45877,Gelsenkirchen
42260001,Volksbank Ruhr Mitte,,45956,Gladbeck
42260001,Volksbank Ruhr Mitte,,45678,Herten
42260001,Volksbank Ruhr Mitte,,45768,Marl
42450040,Stadtsparkasse Gladbeck,WELADED1GLA,45955,Gladbeck
42451220,Sparkasse Bottrop,WELADED1BOT,46215,Bottrop
42461435,Vereinte Volksbank,GENODEM1KIH,46282,Dorsten
42461435,Vereinte Volksbank (Gf P2),,46282,Dorsten
42640048,Commerzbank,COBADEFFXXX,45603,Recklinghausen
42650150,Sparkasse Vest Recklinghausen,WELADED1REK,45608,Recklinghausen
42650150,Sparkasse Vest Recklinghausen,,44575,Castrop-Rauxel
42650150,Sparkasse Vest Recklinghausen,,45711,Datteln
42650150,Sparkasse Vest Recklinghausen,,46286,Dorsten
42650150,Sparkasse Vest Recklinghausen,,45699,Herten
42650150,Sparkasse Vest Recklinghausen,,45768,Marl
42650150,Sparkasse Vest Recklinghausen,,45739,Oer-Erkenschwick
42650150,Sparkasse Vest Recklinghausen,,45731,Waltrop
42651315,Stadtsparkasse Haltern am See -alt-,WELADED1HAT,45713,Haltern am See
42661008,Volksbank Marl-Recklinghausen,GENODEM1MRL,45752,Marl
42661008,Volksbank Marl-Recklinghausen (Gf P2),,45752,Marl
42661008,Volksbank Marl-Recklinghausen Zw,,45657,Recklinghausen
42661088,Volksbank Marl-Recklinghausen (Gf GAA),GENODEM1MRL,45772,Marl
42661330,Volksbank Haltern -alt-,GENODEM1HLT,45721,Haltern am See
42661330,Volksbank Haltern (Gf P2),,45721,Haltern am See
42661717,Volksbank Waltrop -alt-,GENODEM1WLW,45724,Waltrop
42661717,Volksbank Waltrop (Gf P2),,45724,Waltrop
42662320,Volksbank Dorsten -alt-,GENODEM1DST,46256,Dorsten
42662320,Volksbank Dorsten (Gf P2),,46256,Dorsten
42680081,Commerzbank vormals Dresdner Bank,DRESDEFF426,45604,Recklinghausen
42680081,Commerzbank vormals Dresdner Bank,,46252,Dorsten
42840005,Commerzbank,COBADEFFXXX,46393,Bocholt
42840005,Commerzbank,,46302,Borken
42840005,Commerzbank,,46406,Rhede
42850035,Stadtsparkasse Bocholt,WELADED1BOH,46393,Bocholt
42860003,Volksbank Bocholt,GENODEM1BOH,46395,Bocholt
42860003,Volksbank Bocholt (Gf P2),,46395,Bocholt
42861239,Spar- und Darlehnskasse -alt-,GENODEM1RKN,48734,Reken
42861239,Spar- und Darlehnskasse (Gf P2),,48734,Reken
42861387,Volksbank Westmünsterland,GENODEM1BOB,48653,Coesfeld
42861387,Volksbank Westmünsterland (Gf P2),,48653,Coesfeld
42861515,Volksbank Gemen -alt-,GENODEM1BOG,46325,Borken
42861515,Volksbank Gemen (Gf P2),,46325,Borken
42861608,Volksbank Heiden,GENODEM1HEI,46356,Heiden
42861608,Volksbank Heiden (Gf P2),,46356,Heiden
42861814,Volksbank Rhede,GENODEM1RHD,46407,Rhede
42861814,Volksbank Rhede Hzw Rhedebrügge,,46325,Borken
42861814,Volksbank Rhede (Gf P2),,46407,Rhede
42862451,Volksbank Raesfeld und Erle,GENODEM1RAE,46348,Raesfeld
42862451,Volksbank Raesfeld und Erle (Gf P2),,46348,Raesfeld
42870024,Deutsche Bank,DEUTDEDB428,46399,Bocholt
42870024,Deutsche Bank,DEUTDEDB429,46302,Borken
42870077,Deutsche Bank,DEUTDE3B428,46399,Bocholt
42870077,Deutsche Bank,DEUTDE3B429,46302,Borken
43000000,Bundesbank eh Bochum,MARKDEF1430,44715,Bochum
43040036,Commerzbank,COBADEFFXXX,44701,Bochum
43040036,Commerzbank,,45501,Hattingen
43040036,Commerzbank,,44601,Herne
43050001,Sparkasse Bochum,WELADED1BOC,44724,Bochum
43051040,Sparkasse Hattingen,WELADED1HTG,45504,Hattingen
43060129,Volksbank Bochum Witten,GENODEM1BOC,44728,Bochum
43060129,Volksbank Bochum Witten (Gf P2),,44728,Bochum
43060129,Volksbank Bochum Witten,,44623,Herne
43060129,Volksbank Bochum Witten,,45549,Sprockhövel
43060129,Volksbank Bochum Witten,,58300,Wetter (Ruhr)
43060129,Volksbank Bochum Witten,,58414,Witten
43060967,GLS Gemeinschaftsbank,GENODEM1GLS,44789,Bochum
43060967,GLS Gemeinschaftsbank (Gf P2),,44708,Bochum
43060967,GLS Gemeinschaftsbank,,20103,Hamburg
43060967,GLS Gemeinschaftsbank,,70016,Stuttgart
43060988,GLS Gemeinschaftsbank (GAA),GENODEM1GLS,44789,Bochum
43070024,Deutsche Bank,DEUTDEDB430,44705,Bochum
43070024,Deutsche Bank,DEUTDEDB433,45501,Hattingen
43070024,Deutsche Bank,DEUTDEDB432,44602,Herne
43070024,Deutsche Bank,DEUTDEDB434,45536,Sprockhövel
43070024,Deutsche Bank,DEUTDEDB431,58403,Witten
43070061,Deutsche Bank,DEUTDEDE430,44705,Bochum
43070061,Deutsche Bank,DEUTDEDE433,45501,Hattingen
43070061,Deutsche Bank,DEUTDEDE432,44602,Herne
43070061,Deutsche Bank,DEUTDEDE434,45536,Sprockhövel
43070061,Deutsche Bank,DEUTDEDE431,58403,Witten
43080083,Commerzbank vormals Dresdner Bank,DRESDEFF430,44705,Bochum
43080083,Commerzbank vormals Dresdner Bank,,45501,Hattingen
43250030,Herner Sparkasse,WELADED1HRN,44621,Herne
44000000,Bundesbank eh Dortmund -alt-,MARKDEF1440,44025,Dortmund
44010046,Postbank Ndl der Deutsche Bank,PBNKDEFFXXX,44131,Dortmund
44020090,UniCredit Bank - HypoVereinsbank,HYVEDEMM808,44003,Dortmund
44040037,Commerzbank,COBADEFFXXX,44047,Dortmund
44040037,Commerzbank,,44575,Castrop-Rauxel
44040037,Commerzbank,,59154,Kamen
44040037,Commerzbank,,44503,Lünen
44040037,Commerzbank,,58207,Schwerte
44040037,Commerzbank,,59831,Sundern (Sauerland)
44040037,Commerzbank,,58287,Wetter (Ruhr)
44040060,Commerzbank CC,COBADEFFXXX,44137,Dortmund
44040061,Commerzbank CC,COBADEFFXXX,44137,Dortmund
44040085,"Commerzbank, Gf Web-K",COBADEFFXXX,44047,Dortmund
44050000,Landesbank Hessen-Thüringen Girozentrale NL. Düsseldorf,WELADE3DXXX,44047,Dortmund
44050199,Sparkasse Dortmund,DORTDE33XXX,44047,Dortmund
44060122,Volksbank Dortmund-Nordwest -alt-,GENODEM1DNW,44359,Dortmund
44060122,Volksbank Dortmund-Nordwest (Gf P2),,44359,Dortmund
44064406,Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ,GENODED1KDD,44135,Dortmund
44070024,Deutsche Bank,DEUTDEDB440,44126,Dortmund
44070024,Deutsche Bank,DEUTDEDB441,44542,Castrop-Rauxel
44070024,Deutsche Bank,DEUTDEDB442,44503,Lünen
44070024,Deutsche Bank,DEUTDEDB444,58207,Schwerte
44070024,Deutsche Bank,DEUTDEDB443,59403,Unna
44070024,Deutsche Bank,DEUTDEDB447,45722,Waltrop
44070024,Deutsche Bank,DEUTDEDB448,59354,Werne
44070050,Deutsche Bank,DEUTDEDE440,44126,Dortmund
44070050,Deutsche Bank,DEUTDEDE441,44542,Castrop-Rauxel
44070050,Deutsche Bank,DEUTDEDE442,44503,Lünen
44070050,Deutsche Bank,DEUTDEDE444,58207,Schwerte
44070050,Deutsche Bank,DEUTDEDE443,59403,Unna
44070050,Deutsche Bank,DEUTDEDE447,45722,Waltrop
44070050,Deutsche Bank,DEUTDEDE448,59354,Werne
44080050,Commerzbank vormals Dresdner Bank,DRESDEFF440,44047,Dortmund
44080050,Commerzbank vormals Dresdner Bank,,59704,Arnsberg
44080050,Commerzbank vormals Dresdner Bank,,44575,Castrop-Rauxel
44080050,Commerzbank vormals Dresdner Bank,,59003,Hamm
44080050,Commerzbank vormals Dresdner Bank,,59154,Kamen
44080050,Commerzbank vormals Dresdner Bank,,44503,Lünen
44080050,Commerzbank vormals Dresdner Bank,,59872,Meschede
44080050,Commerzbank vormals Dresdner Bank,,58207,Schwerte
44080050,Commerzbank vormals Dresdner Bank,,59485,Soest
44080050,Commerzbank vormals Dresdner Bank,,59831,Sundern (Sauerland)
44080050,Commerzbank vormals Dresdner Bank,,59403,Unna
44080050,Commerzbank vormals Dresdner Bank,,58287,Wetter (Ruhr)
44080050,Commerzbank vormals Dresdner Bank,,58403,Witten
44080055,Commerzbank vormals Dresdner Bank Zw 55,DRESDEFF446,44047,Dortmund
44080057,Commerzbank vormals Dresdner Bank Gf ZW 57,DRESDEFF447,44047,Dortmund
44080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",DRESDEFFI69,44401,Dortmund
44089320,Commerzbank vormals Dresdner Bank ITGK,DRESDEFFI18,44047,Dortmund
44090920,PSD Bank Dortmund -alt-,GENODEF1P04,44139,Dortmund
44152370,Sparkasse an der Lippe,WELADED1LUN,44530,Lünen
44152370,Sparkasse an der Lippe,,59379,Selm
44152490,Stadtsparkasse Schwerte -alt-,WELADED1SWT,58212,Schwerte
44160014,Dortmunder Volksbank,GENODEM1DOR,44128,Dortmund
44160014,Volksbank Kamen-Werne Zndl d Dortmunder Volksbank,,59192,Bergkamen
44160014,VB Castrop-Rauxel Zndl d Dortmunder Volksbank,,44551,Castrop-Rauxel
44160014,Volksbank Datteln Zndl d Dortmunder Volksbank,,45711,Datteln
44160014,Dortmunder Volksbank (Gf P2),,44128,Dortmund
44160014,Volksbank Unna Zndl d Dortmunder Volksbank,,58730,Fröndenberg/Ruhr
44160014,Volksbank Hamm Zndl d Dortmunder Volksbank,,59016,Hamm
44160014,Volksbank Unna Zndl d Dortmunder Volksbank,,59439,Holzwickede
44160014,Volksbank Schwerte Zndl d Dortmunder Volksbank,,58640,Iserlohn
44160014,Volksbank Unna Zndl d Dortmunder Volksbank,,59174,Kamen
44160014,Volksbank Brambauer Zndl d Dortmunder Volksbank,,44536,Lünen
44160014,Volksbank Unna Zndl d Dortmunder Volksbank,,58708,Menden (Sauerland)
44160014,Volksbank Oer-Erkenschwick Zndl d Dortmunder Volksbank,,45739,Oer-Erkenschwick
44160014,Volksbank Schwerte Zndl d Dortmunder Volksbank,,58239,Schwerte
44160014,Volksbank Unna Zndl d Dortmunder Volksbank,,59423,Unna
44160014,Volksbank Waltrop Zndl d Dortmunder Volksbank,,45724,Waltrop
44160014,Volksbank Kamen-Werne Zndl d Dortmunder Volksbank,,59368,Werne
44340037,Commerzbank,COBADEFFXXX,59401,Unna
44350060,Sparkasse UnnaKamen,WELADED1UNN,59409,Unna
44350060,Sparkasse UnnaKamen,,59439,Holzwickede
44351380,Sparkasse Kamen -alt-,WELADED1KAM,59159,Kamen
44351740,Sparkasse Fröndenberg -alt-,WELADED1FRN,58720,Fröndenberg/Ruhr
44361342,Volksbank Kamen-Werne -alt-,GENODEM1KWK,59174,Kamen
44361342,Volksbank Kamen-Werne (Gf P2),,59174,Kamen
44540022,Commerzbank,COBADEFFXXX,58583,Iserlohn
44540022,Commerzbank,,58652,Hemer
44540022,Commerzbank,,58684,Menden (Sauerland)
44550045,Sparkasse der Stadt Iserlohn,WELADED1ISL,58634,Iserlohn
44551210,Sparkasse Märkisches Sauerland Hemer-Menden,WELADED1HEM,58675,Hemer
44570004,Deutsche Bank,DEUTDEDW445,58634,Iserlohn
44570004,Deutsche Bank,DEUTDEDW446,58742,Altena
44570004,Deutsche Bank,DEUTDEDW444,58652,Hemer
44570004,Deutsche Bank,DEUTDEDW447,58682,Menden (Sauerland)
44570004,Deutsche Bank,DEUTDEDW448,58805,Neuenrade
44570004,Deutsche Bank,DEUTDEDW449,58811,Plettenberg
44570004,Deutsche Bank,DEUTDEDW443,58772,Werdohl
44570024,Deutsche Bank,DEUTDEDB445,58634,Iserlohn
44570024,Deutsche Bank,DEUTDEDB446,58742,Altena
44570024,Deutsche Bank,DEUTDEDB954,58652,Hemer
44570024,Deutsche Bank,DEUTDEDB955,58682,Menden (Sauerland)
44570024,Deutsche Bank,DEUTDEDB956,58805,Neuenrade
44570024,Deutsche Bank,DEUTDEDB449,58811,Plettenberg
44570024,Deutsche Bank,DEUTDEDB953,58772,Werdohl
44580070,Commerzbank vormals Dresdner Bank,DRESDEFF445,58634,Iserlohn
44580070,Commerzbank vormals Dresdner Bank,,58652,Hemer
44580070,Commerzbank vormals Dresdner Bank,,58682,Menden (Sauerland)
44580070,Commerzbank vormals Dresdner Bank,,58811,Plettenberg
44580085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DRESDEFFI70,58582,Iserlohn
44761312,Mendener Bank,GENODEM1MEN,58708,Menden (Sauerland)
